Ciudad,Altitud,Año,Mes,Día,T.Max,T.Min,T.media,Dir.Viento,Vel.Viento,Precipitación,Sol,Presión.máx,Presión.min
Huelva,19,1990,10,5,30.4,14.2,22.3,90,2.8,0.0,9.4,1017.5,1016.8
Huelva,19,1990,10,6,30.4,16.6,23.5,200,2.5,0.0,9.7,1016.8,1014.0
Huelva,19,1990,10,7,28.0,16.2,22.1,310,4.4,0.0,9.0,1014.3,1009.7
Huelva,19,1990,10,8,25.4,12.2,18.8,230,3.3,0.0,9.9,1015.6,1012.1
Huelva,19,1990,10,9,26.6,10.4,18.5,190,2.5,0.0,9.7,1016.4,1014.4
Huelva,19,1990,10,10,27.0,11.0,19.0,230,3.6,0.0,9.6,1017.0,1013.1
Huelva,19,1990,10,11,27.0,12.4,19.7,220,3.6,0.0,9.1,1013.8,1010.1
Huelva,19,1990,10,12,23.4,13.8,18.6,140,4.2,0.0,3.0,1012.3,1009.2
Huelva,19,1990,10,13,24.2,18.4,21.3,180,5.6,0.2,3.4,1018.8,1012.3
Huelva,19,1990,10,14,27.0,18.6,22.8,220,4.4,0.7,3.9,1018.0,1011.2
Huelva,19,1990,10,15,24.0,16.6,20.3,210,4.7,5.3,6.2,1015.7,1010.4
Huelva,19,1990,10,16,22.6,13.6,18.1,220,5.3,10.5,1.7,1015.1,1009.8
Huelva,19,1990,10,17,22.6,12.0,17.3,180,3.1,0.0,6.5,1016.2,1013.4
Huelva,19,1990,10,18,22.0,13.8,17.9,230,5.6,8.3,3.4,1013.4,1004.8
Huelva,19,1990,10,19,22.2,13.4,17.8,250,3.3,0.0,5.4,1016.1,1011.1
Huelva,19,1990,10,20,22.0,15.0,18.5,300,3.9,4.7,1.4,1016.1,1010.4
Huelva,19,1990,10,21,19.4,14.2,16.8,240,3.6,20.5,0.2,1011.3,1002.0
Huelva,19,1990,10,22,20.2,14.6,17.4,250,6.7,0.7,3.2,1014.9,1003.4
Huelva,19,1990,10,23,21.4,12.6,17.0,230,3.9,2.5,3.7,1017.4,1014.9
Huelva,19,1990,10,24,20.6,14.6,17.6,250,1.7,0.0,2.3,1018.5,1015.8
Huelva,19,1990,10,25,20.6,11.8,16.2,250,2.2,0.0,8.7,1020.3,1017.9
Huelva,19,1990,10,26,20.0,13.0,16.5,250,4.4,0.1,0.2,1018.2,1014.9
Huelva,19,1990,10,27,20.6,11.0,15.8,10,2.5,0.0,9.2,1019.6,1015.9
Huelva,19,1990,10,28,22.0,11.0,16.5,260,4.2,0.0,0.8,1019.0,1015.7
Huelva,19,1990,10,29,20.4,15.8,18.1,250,3.6,0.2,2.1,1016.7,1014.2
Huelva,19,1990,10,30,22.2,17.4,19.8,240,2.2,0.1,1.0,1014.7,1012.0
Huelva,19,1990,10,31,22.0,13.2,17.6,240,3.9,1.8,3.5,1016.9,1010.9
Huelva,19,1990,11,1,22.0,8.8,15.4,10,1.1,0.0,8.5,1019.3,1016.5
Huelva,19,1990,11,2,20.6,9.2,14.9,140,2.2,0.0,5.7,1016.9,1013.2
Huelva,19,1990,11,3,21.6,7.8,14.7,350,2.2,0.0,8.5,1014.1,1009.3
Huelva,19,1990,11,4,20.8,7.2,14.0,10,2.2,0.0,9.3,1012.4,1010.0
Huelva,19,1990,11,5,16.6,9.0,12.8,80,1.7,0.0,0.0,1014.0,1011.4
Huelva,19,1990,11,6,22.4,12.2,17.3,180,4.4,0.0,3.9,1011.9,1010.6
Huelva,19,1990,11,7,20.6,16.4,18.5,170,7.5,12.9,1.9,1011.9,1009.7
Huelva,19,1990,11,8,21.4,17.4,19.4,190,2.8,7.5,1.7,1016.4,1011.7
Huelva,19,1990,11,9,20.4,12.8,16.6,320,1.9,0.0,8.9,1020.8,1016.2
Huelva,19,1990,11,10,21.4,10.6,16.0,300,1.7,0.0,7.0,1022.4,1019.6
Huelva,19,1990,11,11,22.0,9.6,15.8,70,2.2,0.0,8.6,1022.4,1020.8
Huelva,19,1990,11,12,21.8,10.8,16.3,80,2.2,0.0,9.3,1021.1,1019.5
Huelva,19,1990,11,13,23.8,9.8,16.8,320,0.8,0.0,9.1,1023.6,1021.0
Huelva,19,1990,11,14,23.2,11.6,17.4,70,0.8,0.0,5.1,1024.9,1022.5
Huelva,19,1990,11,15,27.0,10.2,18.6,330,2.2,0.0,9.2,1027.0,1024.0
Huelva,19,1990,11,16,27.6,8.0,17.8,340,1.1,0.0,9.0,1025.8,1022.2
Huelva,19,1990,11,17,25.0,9.4,17.2,60,1.1,0.0,9.1,1027.0,1024.7
Huelva,19,1990,11,18,24.0,10.0,17.0,140,2.2,0.0,9.0,1026.0,1022.0
Huelva,19,1990,11,19,22.2,10.0,16.1,350,1.4,0.0,8.8,1022.0,1016.1
Huelva,19,1990,11,20,17.2,9.4,13.3,330,2.8,0.0,5.8,1016.1,1011.3
Huelva,19,1990,11,21,16.0,8.2,12.1,150,2.2,2.8,2.4,1015.0,1008.4
Huelva,19,1990,11,22,15.2,4.0,9.6,10,1.9,0.0,7.1,1018.4,1012.4
Huelva,19,1990,11,23,15.8,3.6,9.7,250,2.8,0.2,7.8,1022.0,1016.0
Huelva,19,1990,11,24,18.8,12.2,15.5,250,5.3,3.5,1.4,1016.0,1004.9
Huelva,19,1990,11,25,16.0,8.0,12.0,250,3.6,0.0,5.2,1006.7,1004.4
Huelva,19,1990,11,26,14.4,5.2,9.8,300,3.6,0.0,4.1,1011.6,1005.7
Huelva,19,1990,11,27,15.2,4.2,9.7,300,2.5,0.0,9.2,1016.0,1011.6
Huelva,19,1990,11,28,15.0,4.4,9.7,280,3.1,0.0,7.0,1016.8,1013.5
Huelva,19,1990,11,29,15.0,1.2,8.1,60,1.1,0.0,8.2,1019.2,1016.8
Huelva,19,1990,11,30,14.2,0.8,7.5,70,1.7,0.0,6.2,1018.1,1015.5
Huelva,19,1990,12,1,15.8,3.0,9.4,80,3.3,0.0,8.7,1018.5,1015.9
Huelva,19,1990,12,2,15.2,6.2,10.7,60,3.1,1.5,2.0,1018.4,1016.0
Huelva,19,1990,12,3,16.4,10.6,13.5,0,2.8,1.0,3.3,1017.6,1014.4
Huelva,19,1990,12,4,14.8,11.6,13.2,90,2.5,8.6,0.5,1017.1,1014.0
Huelva,19,1990,12,5,15.4,11.2,13.3,70,1.9,6.0,0.0,1016.8,1014.8
Huelva,19,1990,12,6,16.0,11.0,13.5,350,1.9,0.0,0.0,1017.6,1014.2
Huelva,19,1990,12,7,17.6,8.6,13.1,90,1.1,0.0,5.6,1017.8,1014.8
Huelva,19,1990,12,8,14.4,8.0,11.2,10,1.4,3.0,0.0,1015.0,1004.9
Huelva,19,1990,12,9,10.8,3.8,7.3,340,4.2,0.0,7.4,1019.3,1006.3
Huelva,19,1990,12,10,13.8,2.0,7.9,280,4.4,0.0,8.0,1019.3,1016.4
Huelva,19,1990,12,11,13.6,5.4,9.5,10,3.1,0.0,8.5,1020.3,1017.2
Huelva,19,1990,12,12,15.4,3.2,9.3,320,1.7,0.0,8.6,1024.7,1020.3
Huelva,19,1990,12,13,15.4,2.6,9.0,340,1.1,0.0,7.8,1022.1,1018.5
Huelva,19,1990,12,14,16.0,2.2,9.1,60,1.9,0.0,7.9,1018.5,1016.0
Huelva,19,1990,12,15,15.2,4.8,10.0,60,1.7,0.0,2.3,1019.1,1016.1
Huelva,19,1990,12,16,14.4,4.0,9.2,60,2.2,0.0,3.7,1016.9,1011.6
Huelva,19,1990,12,17,15.2,8.4,11.8,80,4.4,0.0,2.8,1012.4,1010.6
Huelva,19,1990,12,18,14.4,9.4,11.9,80,2.5,2.7,0.3,1011.1,1008.1
Huelva,19,1990,12,19,11.4,9.0,10.2,220,3.3,7.1,0.0,1012.1,1008.8
Huelva,19,1990,12,20,16.0,6.0,11.0,70,2.8,0.0,8.1,1019.0,1012.1
Huelva,19,1990,12,21,16.6,5.0,10.8,90,2.2,0.0,8.5,1021.5,1018.8
Huelva,19,1990,12,22,16.0,2.0,9.0,350,0.6,0.0,8.0,1022.7,1020.8
Huelva,19,1990,12,23,15.0,1.4,8.2,330,1.1,0.0,6.1,1022.8,1020.7
Huelva,19,1990,12,24,15.0,3.0,9.0,140,1.9,0.0,4.3,1025.7,1021.0
Huelva,19,1990,12,25,13.0,6.0,9.5,250,2.2,2.3,0.5,1028.2,1024.0
Huelva,19,1990,12,26,17.0,10.0,13.5,280,2.5,0.0,3.5,1026.9,1022.7
Huelva,19,1990,12,27,16.4,10.8,13.6,290,1.9,0.0,0.0,1027.9,1025.4
Huelva,19,1990,12,28,18.0,10.0,14.0,310,1.9,0.0,1.8,1027.3,1025.2
Huelva,19,1990,12,29,18.4,6.4,12.4,310,1.4,0.0,7.5,1026.1,1024.0
Huelva,19,1990,12,30,16.0,7.0,11.5,310,0.8,0.0,0.3,1026.6,1024.0
Huelva,19,1990,12,31,18.4,9.4,13.9,10,0.8,0.0,3.8,1025.6,1024.0
Huelva,19,2000,1,1,16.4,3.0,9.7,70,2.2,0.0,8.9,1025.8,1023.5
Huelva,19,2000,1,2,16.4,4.0,10.2,30,1.1,0.0,9.0,1025.6,1023.8
Huelva,19,2000,1,3,16.4,2.6,9.5,40,1.4,0.0,8.4,1026.6,1024.4
Huelva,19,2000,1,4,16.2,5.0,10.6,60,1.7,0.0,6.4,1027.4,1025.5
Huelva,19,2000,1,5,14.0,3.6,8.8,110,2.2,0.0,2.2,1025.6,1019.6
Huelva,19,2000,1,6,16.6,7.2,11.9,110,1.9,0.0,6.7,1023.1,1018.4
Huelva,19,2000,1,7,17.4,3.6,10.5,70,1.9,0.0,9.2,1024.2,1022.0
Huelva,19,2000,1,8,18.0,1.4,9.7,290,0.8,0.0,9.2,1024.7,1022.3
Huelva,19,2000,1,9,15.4,3.6,9.5,300,1.9,0.0,6.4,1025.1,1022.3
Huelva,19,2000,1,10,15.6,5.6,10.6,60,2.8,0.0,8.4,1025.1,1021.6
Huelva,19,2000,1,11,16.3,4.6,10.4,70,1.9,0.0,8.6,1027.4,1025.1
Huelva,19,2000,1,12,16.4,5.0,10.7,70,1.7,0.0,9.0,1028.6,1025.6
Huelva,19,2000,1,13,12.6,1.9,7.2,240,2.5,4.7,2.8,1025.6,1013.7
Huelva,19,2000,1,14,12.8,3.2,8.0,260,3.1,1.0,6.5,1013.7,1007.0
Huelva,19,2000,1,15,9.7,1.8,5.8,120,2.5,9.3,0.5,1015.3,1008.3
Huelva,19,2000,1,16,11.8,6.2,9.0,70,2.8,8.4,0.2,1021.5,1015.3
Huelva,19,2000,1,17,16.2,7.4,11.8,90,2.2,0.0,5.5,1025.1,1021.5
Huelva,19,2000,1,18,16.4,5.2,10.8,90,1.4,0.0,6.4,1024.3,1020.3
Huelva,19,2000,1,19,17.7,3.0,10.4,310,3.1,0.0,9.0,1020.8,1017.6
Huelva,19,2000,1,20,15.8,4.0,9.9,70,2.2,0.0,8.0,1025.1,1020.8
Huelva,19,2000,1,21,16.6,4.6,10.6,80,2.2,0.0,8.9,1025.4,1022.8
Huelva,19,2000,1,22,14.4,2.4,8.4,320,1.7,0.0,8.5,1022.8,1018.0
Huelva,19,2000,1,23,13.0,0.2,6.6,350,1.4,0.0,8.1,1019.4,1017.2
Huelva,19,2000,1,24,14.2,0.8,7.5,70,1.7,0.0,8.6,1018.2,1015.0
Huelva,19,2000,1,25,12.2,0.3,6.2,60,1.7,0.0,1.4,1015.5,1013.3
Huelva,19,2000,1,26,16.3,7.5,11.9,340,1.9,5.4,4.1,1021.2,1014.7
Huelva,19,2000,1,27,17.2,8.1,12.6,70,1.9,0.0,6.6,1023.1,1021.0
Huelva,19,2000,1,28,17.6,4.6,11.1,40,0.8,0.0,6.7,1025.1,1023.1
Huelva,19,2000,1,29,19.0,6.6,12.8,340,1.1,0.0,9.2,1030.3,1025.0
Huelva,19,2000,1,30,18.4,4.8,11.6,70,3.1,0.0,7.1,1031.4,1026.8
Huelva,19,2000,1,31,18.0,5.4,11.7,180,2.5,0.3,4.8,1028.4,1026.7
Huelva,19,2000,2,1,19.8,9.2,14.5,190,2.5,0.1,4.7,1029.2,1026.8
Huelva,19,2000,2,2,19.6,8.0,13.8,330,1.9,0.0,6.8,1031.5,1029.2
Huelva,19,2000,2,3,21.6,9.0,15.3,80,3.1,0.0,9.4,1030.4,1027.4
Huelva,19,2000,2,4,20.6,7.8,14.2,70,2.2,0.0,6.9,1029.9,1027.0
Huelva,19,2000,2,5,20.6,7.0,13.8,70,2.2,0.0,8.6,1029.9,1027.2
Huelva,19,2000,2,6,18.0,5.2,11.6,300,1.4,0.0,6.3,1031.9,1028.6
Huelva,19,2000,2,7,20.4,5.0,12.7,310,0.8,0.0,8.0,1034.8,1031.6
Huelva,19,2000,2,8,17.5,6.2,11.8,10,2.8,0.0,9.2,1033.8,1031.1
Huelva,19,2000,2,9,22.6,7.4,15.0,350,1.9,0.0,9.3,1032.0,1028.3
Huelva,19,2000,2,10,22.4,9.4,15.9,300,1.7,0.0,9.6,1029.8,1025.6
Huelva,19,2000,2,11,22.6,7.2,14.9,300,1.9,0.0,8.1,1025.6,1022.2
Huelva,19,2000,2,12,21.6,7.4,14.5,280,2.2,0.0,9.4,1027.1,1023.5
Huelva,19,2000,2,13,21.0,6.4,13.7,340,1.1,0.0,7.8,1030.0,1027.1
Huelva,19,2000,2,14,24.1,5.2,14.6,320,2.5,0.0,10.0,1027.5,1024.6
Huelva,19,2000,2,15,24.0,6.8,15.4,280,1.7,0.0,10.0,1027.2,1024.4
Huelva,19,2000,2,16,20.2,7.6,13.9,310,2.8,0.0,9.8,1027.6,1024.3
Huelva,19,2000,2,17,22.5,8.0,15.2,300,1.9,0.0,10.0,1027.4,1023.6
Huelva,19,2000,2,18,23.2,7.9,15.6,300,1.4,0.0,9.8,1024.4,1020.0
Huelva,19,2000,2,19,21.0,6.4,13.7,190,1.9,0.0,9.7,1022.4,1019.4
Huelva,19,2000,2,20,18.2,5.4,11.8,170,1.9,0.0,5.5,1021.8,1019.5
Huelva,19,2000,2,21,19.4,8.2,13.8,160,1.4,0.0,6.0,1024.0,1020.4
Huelva,19,2000,2,22,19.0,7.4,13.2,300,4.2,0.0,9.8,1024.7,1022.0
Huelva,19,2000,2,23,23.0,9.4,16.2,270,3.1,0.0,10.1,1025.1,1022.6
Huelva,19,2000,2,24,22.8,8.0,15.4,70,3.1,0.0,10.0,1024.8,1022.6
Huelva,19,2000,2,25,21.8,7.6,14.7,40,2.5,0.0,8.0,1026.6,1023.6
Huelva,19,2000,2,26,22.8,8.8,15.8,190,1.4,0.0,8.5,1026.0,1022.7
Huelva,19,2000,2,27,19.2,6.8,13.0,190,3.1,0.0,9.2,1025.2,1022.8
Huelva,19,2000,2,28,20.8,6.6,13.7,360,2.2,0.0,8.4,1025.8,1023.1
Huelva,19,2000,2,29,20.8,7.8,14.3,320,2.5,0.0,9.8,1026.0,1023.5
Huelva,19,2000,3,1,20.6,7.5,14.0,10,2.8,0.0,10.3,1026.0,1022.0
Huelva,19,2000,3,2,22.6,7.4,15.0,180,2.2,0.0,9.7,1025.1,1022.3
Huelva,19,2000,3,3,22.2,5.8,14.0,200,2.2,0.0,10.2,1024.0,1020.8
Huelva,19,2000,3,4,24.6,6.6,15.6,220,1.9,0.0,10.1,1022.6,1019.8
Huelva,19,2000,3,5,24.8,7.4,16.1,180,2.2,0.0,7.3,1023.5,1020.4
Huelva,19,2000,3,6,22.2,9.2,15.7,70,1.9,0.0,3.3,1024.8,1022.8
Huelva,19,2000,3,7,24.0,8.4,16.2,240,1.4,0.0,6.6,1025.8,1023.2
Huelva,19,2000,3,8,24.8,10.0,17.4,100,2.2,0.0,7.5,1026.6,1023.8
Huelva,19,2000,3,9,24.4,11.0,17.7,80,1.9,0.0,1.2,1026.6,1023.0
Huelva,19,2000,3,10,26.7,10.0,18.4,80,2.8,0.0,7.5,1024.3,1018.2
Huelva,19,2000,3,11,20.2,11.2,15.7,160,4.2,0.0,6.2,1018.4,1016.7
Huelva,19,2000,3,12,19.4,11.0,15.2,240,3.6,6.7,5.8,1018.3,1016.5
Huelva,19,2000,3,13,22.2,9.2,15.7,250,3.6,0.0,8.8,1022.0,1018.3
Huelva,19,2000,3,14,24.3,10.4,17.4,190,1.7,0.0,9.3,1023.5,1020.2
Huelva,19,2000,3,15,24.8,8.2,16.5,190,2.2,0.0,9.5,1024.4,1019.6
Huelva,19,2000,3,16,24.8,8.2,16.5,220,2.2,0.0,10.0,1019.9,1017.9
Huelva,19,2000,3,17,24.4,7.6,16.0,60,2.5,0.0,10.0,1021.4,1017.6
Huelva,19,2000,3,18,24.5,7.8,16.2,210,2.5,0.0,10.2,1019.1,1014.7
Huelva,19,2000,3,19,20.3,7.8,14.0,210,3.6,0.0,9.1,1016.9,1013.7
Huelva,19,2000,3,20,21.0,8.4,14.7,160,3.9,0.0,9.7,1013.7,1008.7
Huelva,19,2000,3,21,19.6,9.4,14.5,190,4.4,7.1,3.1,1009.5,1007.9
Huelva,19,2000,3,22,17.4,10.2,13.8,160,4.2,8.4,4.1,1009.9,1007.7
Huelva,19,2000,3,23,18.2,7.8,13.0,240,2.5,0.0,6.6,1015.4,1009.9
Huelva,19,2000,3,24,19.6,7.8,13.7,280,3.1,0.0,8.0,1018.8,1015.4
Huelva,19,2000,3,25,20.7,8.0,14.4,310,1.9,0.0,9.0,1019.9,1017.4
Huelva,19,2000,3,26,21.6,7.8,14.7,310,3.3,0.0,11.3,1020.7,1017.0
Huelva,19,2000,3,27,23.4,7.6,15.5,330,2.2,0.0,10.2,1018.4,1011.3
Huelva,19,2000,3,28,20.6,9.4,15.0,300,3.3,0.0,11.5,1011.8,1008.7
Huelva,19,2000,3,29,18.2,5.6,11.9,210,3.1,0.0,8.8,1011.7,1009.9
Huelva,19,2000,3,30,18.2,9.4,13.8,200,3.3,10.6,5.5,1013.3,1010.6
Huelva,19,2000,3,31,19.0,8.2,13.6,190,2.5,0.0,9.8,1015.0,1011.1
Huelva,19,2000,4,1,19.2,7.8,13.5,170,3.6,24.0,5.2,1011.1,995.0
Huelva,19,2000,4,2,18.6,10.8,14.7,220,6.1,10.1,7.3,996.3,987.5
Huelva,19,2000,4,3,17.0,8.8,12.9,230,6.4,0.0,9.2,1001.4,996.1
Huelva,19,2000,4,4,18.0,8.0,13.0,280,5.3,0.0,9.3,1015.5,1001.4
Huelva,19,2000,4,5,16.2,6.0,11.1,220,3.1,0.0,10.1,1018.3,1015.5
Huelva,19,2000,4,6,21.0,6.2,13.6,90,2.5,0.0,9.1,1017.2,1012.2
Huelva,19,2000,4,7,23.2,11.0,17.1,170,5.6,9.6,5.0,1013.1,1003.5
Huelva,19,2000,4,8,18.2,12.4,15.3,180,5.6,23.5,4.1,1009.0,1006.6
Huelva,19,2000,4,9,18.4,13.5,16.0,220,6.9,2.9,4.9,1006.6,1001.7
Huelva,19,2000,4,10,19.5,11.1,15.3,300,5.6,0.0,8.4,1012.5,1006.3
Huelva,19,2000,4,11,19.6,8.6,14.1,300,4.4,0.0,9.8,1014.9,1012.5
Huelva,19,2000,4,12,17.8,8.2,13.0,240,4.2,0.0,1.3,1014.5,1008.7
Huelva,19,2000,4,13,18.2,11.8,15.0,230,4.7,0.8,2.9,1009.1,1005.1
Huelva,19,2000,4,14,18.6,12.0,15.3,220,6.1,6.7,4.6,1008.1,1002.6
Huelva,19,2000,4,15,17.8,10.4,14.1,310,5.8,16.1,2.5,1008.1,1000.2
Huelva,19,2000,4,16,18.2,11.2,14.7,240,4.2,0.3,7.2,1013.4,998.3
Huelva,19,2000,4,17,18.6,11.0,14.8,220,5.8,0.0,9.3,1019.2,1013.4
Huelva,19,2000,4,18,19.0,9.4,14.2,250,5.8,0.0,7.4,1021.1,1019.2
Huelva,19,2000,4,19,21.6,14.0,17.8,220,3.3,0.0,10.2,1021.1,1018.4
Huelva,19,2000,4,20,20.4,11.4,15.9,220,3.9,0.0,11.6,1019.1,1017.2
Huelva,19,2000,4,21,20.4,11.8,16.1,250,3.1,0.7,5.5,1017.2,1015.4
Huelva,19,2000,4,22,19.4,11.2,15.3,250,3.6,4.4,5.9,1021.9,1014.7
Huelva,19,2000,4,23,18.6,7.6,13.1,220,1.9,0.0,12.1,1025.2,1021.5
Huelva,19,2000,4,24,22.4,8.4,15.4,240,2.8,0.0,12.3,1021.5,1014.1
Huelva,19,2000,4,25,19.2,9.4,14.3,220,1.9,0.2,6.5,1014.2,1011.5
Huelva,19,2000,4,26,18.8,8.2,13.5,230,3.1,3.0,7.7,1012.5,1010.1
Huelva,19,2000,4,27,18.4,8.8,13.6,300,4.7,0.0,10.8,1016.2,1010.5
Huelva,19,2000,4,28,17.2,6.8,12.0,230,3.9,0.0,6.4,1016.6,1014.3
Huelva,19,2000,4,29,18.0,9.6,13.8,190,3.1,0.0,0.2,1014.3,1010.1
Huelva,19,2000,4,30,17.2,11.8,14.5,110,3.6,7.8,0.0,1010.6,1008.3
Huelva,19,2000,5,1,19.2,10.2,14.7,190,3.6,0.0,10.9,1011.3,1009.5
Huelva,19,2000,5,2,22.8,10.8,16.8,70,2.8,0.0,10.3,1011.3,1007.3
Huelva,19,2000,5,3,21.8,13.2,17.5,170,2.8,0.0,6.0,1008.9,1006.7
Huelva,19,2000,5,4,22.0,13.7,17.8,190,5.3,0.3,3.3,1009.5,1008.2
Huelva,19,2000,5,5,21.4,15.2,18.3,180,4.4,2.6,8.3,1009.5,1008.1
Huelva,19,2000,5,6,19.0,13.8,16.4,170,3.3,27.2,0.2,1009.1,1007.3
Huelva,19,2000,5,7,20.3,13.2,16.8,190,3.1,0.5,10.1,1011.1,1007.5
Huelva,19,2000,5,8,21.2,12.6,16.9,180,3.3,25.8,8.2,1013.4,1011.1
Huelva,19,2000,5,9,19.2,12.4,15.8,160,2.2,0.4,4.4,1013.4,1010.7
Huelva,19,2000,5,10,20.2,13.2,16.7,230,3.6,0.0,8.8,1014.6,1012.1
Huelva,19,2000,5,11,21.4,11.8,16.6,340,2.5,0.0,9.5,1015.8,1013.7
Huelva,19,2000,5,12,25.4,13.8,19.6,190,2.5,0.0,11.0,1016.2,1013.4
Huelva,19,2000,5,13,26.4,11.8,19.1,240,2.8,0.0,12.7,1017.5,1014.5
Huelva,19,2000,5,14,27.2,14.8,21.0,220,2.8,0.0,12.0,1015.4,1012.7
Huelva,19,2000,5,15,28.0,15.4,21.7,240,3.3,0.0,9.5,1013.1,1011.0
Huelva,19,2000,5,16,26.4,15.8,21.1,190,2.5,0.0,10.6,1014.7,1012.3
Huelva,19,2000,5,17,25.6,15.0,20.3,200,3.1,0.0,11.3,1015.4,1013.0
Huelva,19,2000,5,18,25.7,16.5,21.1,180,3.6,0.0,12.6,1013.9,1012.1
Huelva,19,2000,5,19,24.0,15.0,19.5,240,3.1,0.0,8.2,1012.6,1009.3
Huelva,19,2000,5,20,21.2,16.2,18.7,190,4.7,0.0,4.0,1010.6,1009.4
Huelva,19,2000,5,21,24.0,12.6,18.3,200,3.3,0.0,12.8,1013.9,1009.8
Huelva,19,2000,5,22,26.0,11.7,18.8,230,2.8,0.0,11.2,1015.8,1013.7
Huelva,19,2000,5,23,25.2,14.2,19.7,50,3.3,15.5,5.0,1018.7,1015.8
Huelva,19,2000,5,24,25.6,15.2,20.4,240,2.8,2.0,5.8,1019.2,1017.2
Huelva,19,2000,5,25,25.8,13.7,19.8,310,3.1,0.0,12.7,1020.3,1018.0
Huelva,19,2000,5,26,25.6,15.8,20.7,300,2.2,0.0,8.2,1019.2,1017.4
Huelva,19,2000,5,27,25.5,14.5,20.0,220,3.1,0.0,12.5,1019.1,1016.6
Huelva,19,2000,5,28,29.4,12.5,21.0,300,2.5,0.0,13.1,1020.0,1017.9
Huelva,19,2000,5,29,32.4,18.2,25.3,350,2.2,0.0,13.3,1019.6,1015.5
Huelva,19,2000,5,30,32.4,20.2,26.3,240,3.9,0.0,13.3,1017.0,1015.0
Huelva,19,2000,5,31,33.6,18.6,26.1,180,2.8,0.0,13.0,1016.3,1013.8
Huelva,19,2000,6,1,29.6,19.6,24.6,190,3.1,0.0,12.5,1016.2,1014.6
Huelva,19,2000,6,2,31.7,16.0,23.8,180,2.8,0.0,13.0,1016.2,1013.3
Huelva,19,2000,6,3,29.5,17.5,23.5,230,3.6,0.0,11.5,1013.5,1009.9
Huelva,19,2000,6,4,29.6,17.5,23.6,230,3.6,0.0,13.3,1015.9,1011.5
Huelva,19,2000,6,5,29.8,13.4,21.6,300,2.2,0.0,12.2,1017.0,1014.7
Huelva,19,2000,6,6,33.6,14.8,24.2,330,2.5,0.0,13.5,1017.6,1014.9
Huelva,19,2000,6,7,32.0,15.0,23.5,210,2.2,0.0,13.2,1016.6,1012.3
Huelva,19,2000,6,8,30.0,16.2,23.1,180,3.6,0.0,12.5,1013.0,1009.8
Huelva,19,2000,6,9,24.0,14.4,19.2,270,4.4,0.0,10.2,1020.8,1012.3
Huelva,19,2000,6,10,26.4,11.0,18.7,300,3.6,0.0,13.5,1024.2,1020.7
Huelva,19,2000,6,11,29.4,13.8,21.6,310,2.8,0.0,13.5,1024.2,1018.4
Huelva,19,2000,6,12,33.7,16.6,25.2,80,3.1,0.0,13.5,1020.4,1015.9
Huelva,19,2000,6,13,32.5,15.2,23.8,80,2.2,0.0,13.6,1018.4,1016.2
Huelva,19,2000,6,14,33.7,16.0,24.8,130,2.8,0.0,13.6,1018.7,1016.2
Huelva,19,2000,6,15,34.5,19.0,26.8,80,4.2,0.0,13.7,1017.9,1014.6
Huelva,19,2000,6,16,35.0,18.5,26.8,80,3.6,0.0,13.7,1016.2,1012.1
Huelva,19,2000,6,17,27.0,17.5,22.2,210,4.2,0.0,13.4,1015.0,1013.4
Huelva,19,2000,6,18,26.4,16.2,21.3,190,2.5,0.0,12.8,1017.6,1015.0
Huelva,19,2000,6,19,25.2,15.4,20.3,190,3.3,0.0,9.0,1017.8,1015.7
Huelva,19,2000,6,20,27.2,17.0,22.1,170,3.3,0.0,11.3,1017.9,1016.2
Huelva,19,2000,6,21,29.4,16.2,22.8,210,3.3,0.0,11.7,1019.2,1016.9
Huelva,19,2000,6,22,30.0,17.6,23.8,230,3.3,0.0,13.5,1020.3,1017.0
Huelva,19,2000,6,23,28.4,16.2,22.3,200,2.5,0.0,13.3,1017.8,1014.5
Huelva,19,2000,6,24,31.2,17.6,24.4,230,3.3,0.0,11.4,1014.6,1010.5
Huelva,19,2000,6,25,26.4,21.4,23.9,170,4.2,0.0,2.0,1013.1,1010.2
Huelva,19,2000,6,26,26.2,19.6,22.9,250,4.2,0.0,9.3,1017.5,1013.1
Huelva,19,2000,6,27,28.2,15.6,21.9,220,2.8,0.0,13.2,1018.7,1015.8
Huelva,19,2000,6,28,30.4,18.2,24.3,230,4.2,0.0,13.4,1018.0,1014.9
Huelva,19,2000,6,29,35.2,18.8,27.0,230,2.8,0.0,13.5,1016.6,1013.5
Huelva,19,2000,6,30,35.4,20.2,27.8,230,3.9,0.0,13.5,1013.5,1010.6
Huelva,19,2000,7,1,32.4,18.4,25.4,220,3.3,0.0,13.3,1012.2,1008.7
Huelva,19,2000,7,2,30.0,17.6,23.8,230,3.6,0.0,12.2,1012.6,1010.7
Huelva,19,2000,7,3,27.2,18.2,22.7,220,5.3,0.0,12.8,1014.3,1011.8
Huelva,19,2000,7,4,29.2,16.0,22.6,230,3.6,0.0,13.6,1014.7,1010.7
Huelva,19,2000,7,5,32.0,17.8,24.9,310,2.8,0.0,12.7,1012.6,1010.1
Huelva,19,2000,7,6,31.0,18.5,24.8,300,3.1,0.0,12.8,1014.2,1011.4
Huelva,19,2000,7,7,35.8,19.0,27.4,250,3.9,0.0,11.6,1015.7,1013.8
Huelva,19,2000,7,8,32.4,18.2,25.3,220,3.9,0.0,12.9,1014.1,1013.4
